PERIODO,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
1998-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3905.9495,1232.82425
1999-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5192.074,1530.06975
1999-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4549.9235,1437.46225
1999-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4910.041,1476.10875
1999-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4273.82725,1332.97825
2000-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",6462.31175,1893.2595
2000-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4871.83075,1518.60525
2000-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",5225.2075,1572.85775
2000-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4468.093,1417.85325
2001-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5592.618,1639.263
2001-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4431.62975,1399.56075
2001-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4665.303,1461.569
2001-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4019.64725,1319.21525
2002-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5226.268,1600.99775
2002-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4745.5935,1525.4855
2002-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4419.49675,1439.8725
2002-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3657.27775,1252.39125
2003-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4618.641,1519.88275
2003-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",3705.22525,1361.992
2003-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",3935.1325,1405.514
2003-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3672.2345,1337.41425
2004-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4548.94675,1602.817
2004-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4336.852,1630.945
2004-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4613.88725,1696.85475
2004-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3562.57325,1482.23125
2005-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4856.177,1895.5095
2005-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4750.88325,1872.24325
2005-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4773.7905,1843.31725
2005-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3853.7485,1577.86925
2006-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",6199.89825,2341.9035
2006-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5646.11275,2380.03575
2006-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4957.0965,2226.5915
2006-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4551.5025,2136.89325
2007-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5810.6525,2767.5565
2007-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5157.67175,2573.6775
2007-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4549.04125,2316.1055
2007-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4238.6985,2154.85975
2008-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4683.20525,2381.79375
2008-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5438.363,2944.73925
2008-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4901.8635,2775.21375
2008-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4969.29325,2865.033
2009-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5415.16125,3290.71525
2009-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5042.317,3206.10675
2009-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4044.7645,2714.34475
2009-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4011.95025,2656.0595
2010-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",3922.14025,2547.30325
2010-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4405.39175,2906.4765
2010-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4415.6105,2936.378
2010-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4598.1645,3024.88125
2011-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4810.09325,3246.97825
2011-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5129.32,3591.72175
2011-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4893.752,3510.23275
2011-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4922.77275,3709.5575
2012-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5291.576,4176.208
2012-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5185.21725,4154.6555
2012-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",5150.30275,4053.71975
2012-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",5559.14,3992.49475
2013-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4857.081,3289.89075
2013-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5490.35475,3516.6485
2013-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4831.617,3173.9265
2013-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4628.07925,3019.172
2014-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4569.749,3139.4345
2014-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5175.39325,3627.55625
2014-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",5595.61275,3985.623
2014-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",5591.289,4070.81825
2015-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5344.9295,4103.283
2015-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5450.964,4230.54475
2015-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",5660.62025,4503.90125
2015-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",5718.83425,4568.608
2016-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",5807.6045,4752.4115
2016-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5871.12325,4767.15175
2016-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",5854.6065,4999.06075
2016-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",5279.79175,4799.10475
2017-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4776.7075,4676.295
2017-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4399.463,4183.4585
2017-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4557.18475,4336.40875
2017-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4276.89775,4209.1945
2018-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4548.18225,4469.823
2018-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",5078.354,5057.316
2018-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",5185.945,5176.932
2018-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4974.30875,5082.719
2019-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4514.65875,4745.30425
2019-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4681.07075,4916.545
2019-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4680.30475,4867.6865
2019-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4602.4915,4736.91325
2020-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4047.088,4138.5725
2020-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",3508.90575,3814.783
2020-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4244.71625,4532.583
2020-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4301.91575,4579.7985
2021-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4163.5365,4559.6585
2021-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4377.89375,5016.81125
2021-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4400.84375,5246.55975
2021-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",4313.747,5305.4655
2022-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",3790.63675,4723.73675
2022-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",3652.697,4631.6795
2022-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",3701.038,4787.882
2022-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3589.33125,4696.89275
2023-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",4403.81075,5580.157
2023-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",4495.9025,5589.83
2023-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",4651.055,5818.0215
2023-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3958.847,5196.9235
2024-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",3589.66325,4782.591
2024-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",3409.17775,4602.8595
2024-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",3330.17275,4701.095
2024-10-01,3324,"Fabricación de calderas, tanques y envases metálicos",3042.4105,4414.3175
2025-01-01,3324,"Fabricación de calderas, tanques y envases metálicos",3321.46,4827.49225
2025-04-01,3324,"Fabricación de calderas, tanques y envases metálicos",3126.83275,4486.1365
2025-07-01,3324,"Fabricación de calderas, tanques y envases metálicos",3124.293,4401.02725
1993-01-01,3325,Fabricación de herrajes y cerraduras,1162.4295,100.89225
1993-04-01,3325,Fabricación de herrajes y cerraduras,615.17725,54.02575
1993-07-01,3325,Fabricación de herrajes y cerraduras,795.17475,70.72575
1993-10-01,3325,Fabricación de herrajes y cerraduras,919.9695,83.3525
1994-01-01,3325,Fabricación de herrajes y cerraduras,1066.113,100.8045
1994-04-01,3325,Fabricación de herrajes y cerraduras,682.87925,69.9965
1994-07-01,3325,Fabricación de herrajes y cerraduras,901.01025,90.6435
1994-10-01,3325,Fabricación de herrajes y cerraduras,1145.0555,112.2585
1995-01-01,3325,Fabricación de herrajes y cerraduras,1376.77725,164.094
1995-04-01,3325,Fabricación de herrajes y cerraduras,727.84925,100.75975
1995-07-01,3325,Fabricación de herrajes y cerraduras,942.66275,131.12975
1995-10-01,3325,Fabricación de herrajes y cerraduras,1130.144,166.78525
1996-01-01,3325,Fabricación de herrajes y cerraduras,1364.7575,225.3315
1996-04-01,3325,Fabricación de herrajes y cerraduras,739.77825,139.58625
1996-07-01,3325,Fabricación de herrajes y cerraduras,923.721,176.334
1996-10-01,3325,Fabricación de herrajes y cerraduras,1093.11825,209.69125
1997-01-01,3325,Fabricación de herrajes y cerraduras,1331.84725,286.18275
1997-04-01,3325,Fabricación de herrajes y cerraduras,781.825,170.12375
1997-07-01,3325,Fabricación de herrajes y cerraduras,967.1385,222.16775
1997-10-01,3325,Fabricación de herrajes y cerraduras,1201.853,290.05475
1998-01-01,3325,Fabricación de herrajes y cerraduras,1399.99875,369.96325
1998-04-01,3325,Fabricación de herrajes y cerraduras,797.42825,210.013
1998-07-01,3325,Fabricación de herrajes y cerraduras,1083.6785,293.9035
1998-10-01,3325,Fabricación de herrajes y cerraduras,1271.2395,373.74725
1999-01-01,3325,Fabricación de herrajes y cerraduras,1441.42375,456.41475
1999-04-01,3325,Fabricación de herrajes y cerraduras,921.63875,301.84125
1999-07-01,3325,Fabricación de herrajes y cerraduras,1142.14375,377.95525
1999-10-01,3325,Fabricación de herrajes y cerraduras,1267.17575,424.42175
2000-01-01,3325,Fabricación de herrajes y cerraduras,1580.59,568.45875
2000-04-01,3325,Fabricación de herrajes y cerraduras,1012.52975,373.9225
2000-07-01,3325,Fabricación de herrajes y cerraduras,1270.96475,473.3055
2000-10-01,3325,Fabricación de herrajes y cerraduras,1391.3895,522.60425
2001-01-01,3325,Fabricación de herrajes y cerraduras,1562.0055,612.1385
2001-04-01,3325,Fabricación de herrajes y cerraduras,1013.2815,412.8195
2001-07-01,3325,Fabricación de herrajes y cerraduras,1281.1005,518.58325
2001-10-01,3325,Fabricación de herrajes y cerraduras,1411.5175,576.29475
2002-01-01,3325,Fabricación de herrajes y cerraduras,1577.61625,639.605
2002-04-01,3325,Fabricación de herrajes y cerraduras,1093.61575,447.455
2002-07-01,3325,Fabricación de herrajes y cerraduras,1324.37225,553.07075
2002-10-01,3325,Fabricación de herrajes y cerraduras,1411.212,603.1255
2003-01-01,3325,Fabricación de herrajes y cerraduras,1662.4515,696.1385
2003-04-01,3325,Fabricación de herrajes y cerraduras,1058.1745,474.63975
2003-07-01,3325,Fabricación de herrajes y cerraduras,1300.268,570.74225
2003-10-01,3325,Fabricación de herrajes y cerraduras,1463.18,632.3385
2004-01-01,3325,Fabricación de herrajes y cerraduras,1585.835,680.88875
2004-04-01,3325,Fabricación de herrajes y cerraduras,1035.29325,528.685
2004-07-01,3325,Fabricación de herrajes y cerraduras,1468.88725,736.045
2004-10-01,3325,Fabricación de herrajes y cerraduras,1476.7285,735.73325
2005-01-01,3325,Fabricación de herrajes y cerraduras,1453.23825,736.427
2005-04-01,3325,Fabricación de herrajes y cerraduras,1163.59625,613.67925
2005-07-01,3325,Fabricación de herrajes y cerraduras,1595.821,816.4345
2005-10-01,3325,Fabricación de herrajes y cerraduras,1362.9975,724.78225
2006-01-01,3325,Fabricación de herrajes y cerraduras,1749.47675,1000.52
2006-04-01,3325,Fabricación de herrajes y cerraduras,1559.26825,1007.2865
2006-07-01,3325,Fabricación de herrajes y cerraduras,1886.4845,1271.21825
2006-10-01,3325,Fabricación de herrajes y cerraduras,1432.7005,981.92025
2007-01-01,3325,Fabricación de herrajes y cerraduras,1601.21375,1114.31425
2007-04-01,3325,Fabricación de herrajes y cerraduras,1582.25,1116.63225
2007-07-01,3325,Fabricación de herrajes y cerraduras,1860.20975,1312.98325
2007-10-01,3325,Fabricación de herrajes y cerraduras,1388.85175,990.54525
2008-01-01,3325,Fabricación de herrajes y cerraduras,1534.63425,1086.20925
2008-04-01,3325,Fabricación de herrajes y cerraduras,1526.1085,1087.1305
2008-07-01,3325,Fabricación de herrajes y cerraduras,1722.52275,1258.98375
2008-10-01,3325,Fabricación de herrajes y cerraduras,1512.54975,1104.6945
2009-01-01,3325,Fabricación de herrajes y cerraduras,1262.94825,962.9215
2009-04-01,3325,Fabricación de herrajes y cerraduras,1207.1075,955.183
2009-07-01,3325,Fabricación de herrajes y cerraduras,1459.942,1166.0395
2009-10-01,3325,Fabricación de herrajes y cerraduras,1295.08225,1029.92475
2010-01-01,3325,Fabricación de herrajes y cerraduras,1221.84975,942.747
2010-04-01,3325,Fabricación de herrajes y cerraduras,1290.21175,951.92825
2010-07-01,3325,Fabricación de herrajes y cerraduras,1546.34825,1115.9175
2010-10-01,3325,Fabricación de herrajes y cerraduras,1327.743,915.93525
2011-01-01,3325,Fabricación de herrajes y cerraduras,1344.79075,898.53325
2011-04-01,3325,Fabricación de herrajes y cerraduras,1302.01475,857.17125
2011-07-01,3325,Fabricación de herrajes y cerraduras,1590.339,1046.98825
2011-10-01,3325,Fabricación de herrajes y cerraduras,1527.9645,1018.38825
2012-01-01,3325,Fabricación de herrajes y cerraduras,1488.7585,1044.832
2012-04-01,3325,Fabricación de herrajes y cerraduras,1636.981,1159.9235
2012-07-01,3325,Fabricación de herrajes y cerraduras,1937.51325,1369.5005
2012-10-01,3325,Fabricación de herrajes y cerraduras,1716.598,1242.521
2013-01-01,3325,Fabricación de herrajes y cerraduras,1704.07275,1187.804
2013-04-01,3325,Fabricación de herrajes y cerraduras,1819.436,1238.44575
2013-07-01,3325,Fabricación de herrajes y cerraduras,2043.91375,1386.752
2013-10-01,3325,Fabricación de herrajes y cerraduras,1884.2165,1285.45025
2014-01-01,3325,Fabricación de herrajes y cerraduras,1863.18375,1302.90325
2014-04-01,3325,Fabricación de herrajes y cerraduras,1995.31675,1410.88375
2014-07-01,3325,Fabricación de herrajes y cerraduras,2417.39275,1758.9435
2014-10-01,3325,Fabricación de herrajes y cerraduras,2153.28575,1628.10475
2015-01-01,3325,Fabricación de herrajes y cerraduras,2325.78725,1825.9305
2015-04-01,3325,Fabricación de herrajes y cerraduras,2328.145,1871.4825
2015-07-01,3325,Fabricación de herrajes y cerraduras,2721.39125,2255.61575
2015-10-01,3325,Fabricación de herrajes y cerraduras,2527.39025,2149.21125
2016-01-01,3325,Fabricación de herrajes y cerraduras,2680.29025,2314.3885
2016-04-01,3325,Fabricación de herrajes y cerraduras,2416.72725,2128.85225
2016-07-01,3325,Fabricación de herrajes y cerraduras,2666.70625,2410.33775
2016-10-01,3325,Fabricación de herrajes y cerraduras,2555.28725,2331.3745
2017-01-01,3325,Fabricación de herrajes y cerraduras,2728.1615,2513.85575
2017-04-01,3325,Fabricación de herrajes y cerraduras,2567.56825,2372.38675
2017-07-01,3325,Fabricación de herrajes y cerraduras,2598.04175,2389.2515
2017-10-01,3325,Fabricación de herrajes y cerraduras,2373.18425,2236.455
2018-01-01,3325,Fabricación de herrajes y cerraduras,2503.72125,2446.78575
2018-04-01,3325,Fabricación de herrajes y cerraduras,2638.5795,2670.1395
2018-07-01,3325,Fabricación de herrajes y cerraduras,2751.892,2736.55925
2018-10-01,3325,Fabricación de herrajes y cerraduras,2547.578,2588.2865
2019-01-01,3325,Fabricación de herrajes y cerraduras,2473.391,2569.92975
2019-04-01,3325,Fabricación de herrajes y cerraduras,2559.7615,2718.1305
2019-07-01,3325,Fabricación de herrajes y cerraduras,2725.45775,2906.939
2019-10-01,3325,Fabricación de herrajes y cerraduras,2540.29775,2713.552
2020-01-01,3325,Fabricación de herrajes y cerraduras,2462.5955,2644.0165
2020-04-01,3325,Fabricación de herrajes y cerraduras,1652.97475,1800.29825
2020-07-01,3325,Fabricación de herrajes y cerraduras,2855.56775,3117.31725
2020-10-01,3325,Fabricación de herrajes y cerraduras,2895.4,3140.608
2021-01-01,3325,Fabricación de herrajes y cerraduras,2797.74475,3113.58175
2021-04-01,3325,Fabricación de herrajes y cerraduras,2450.69575,2764.3115
2021-07-01,3325,Fabricación de herrajes y cerraduras,2627.75775,3025.643
2021-10-01,3325,Fabricación de herrajes y cerraduras,2581.44875,3036.3475
2022-01-01,3325,Fabricación de herrajes y cerraduras,2324.80425,2862.8645
2022-04-01,3325,Fabricación de herrajes y cerraduras,2346.0035,2947.44425
2022-07-01,3325,Fabricación de herrajes y cerraduras,2356.65625,3022.56125
2022-10-01,3325,Fabricación de herrajes y cerraduras,2187.245,2895.99175
2023-01-01,3325,Fabricación de herrajes y cerraduras,2234.28725,2947.51325
2023-04-01,3325,Fabricación de herrajes y cerraduras,2299.05225,3015.87075
2023-07-01,3325,Fabricación de herrajes y cerraduras,2465.3255,3236.06175
2023-10-01,3325,Fabricación de herrajes y cerraduras,2151.289,2868.38625
2024-01-01,3325,Fabricación de herrajes y cerraduras,2164.26125,2970.21675
2024-04-01,3325,Fabricación de herrajes y cerraduras,2221.321,3128.9255
2024-07-01,3325,Fabricación de herrajes y cerraduras,2303.1855,3264.32425
2024-10-01,3325,Fabricación de herrajes y cerraduras,2179.25725,3052.5745
2025-01-01,3325,Fabricación de herrajes y cerraduras,2279.65175,3187.9785
2025-04-01,3325,Fabricación de herrajes y cerraduras,2216.703,3103.3
2025-07-01,3325,Fabricación de herrajes y cerraduras,2287.474,3233.88225
1993-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2380.7245,331.274
1993-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2330.27175,325.752
1993-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2074.636,289.5605
1993-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2122.984,300.5935
1994-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2296.2745,327.85225
1994-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2708.73525,391.08025
1994-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2319.94725,341.269
1994-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2495.04875,368.70225
1995-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2375.87225,415.2165
1995-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",1931.8145,450.29325
1995-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",1787.08475,400.54675
1995-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2263.3095,534.2395
1996-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2551.104,680.58975
1996-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2587.47575,653.722
1996-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2409.19475,631.017
1996-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2610.18075,711.47125
1997-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2657.7505,761.50725
1997-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2935.522,799.1965
1997-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2625.247,711.593
1997-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2685.4625,778.94925
1998-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2685.142,816.49425
1998-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2844.68375,863.2875
1998-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2617.69775,797.4785
1998-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2843.36325,894.607
1999-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2910.327,907.81125
1999-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3077.42925,950.13525
1999-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2863.8025,936.21275
1999-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2991.86325,1007.5505
2000-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3063.5745,1035.435
2000-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3155.0835,1080.09675
2000-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2921.436,964.9445
2000-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2811.767,948.23575
2001-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2791.7965,966.9105
2001-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2812.49025,963.54425
2001-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2459.0745,834.5035
2001-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2425.86975,815.16475
2002-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2573.3875,857.94525
2002-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2913.44475,976.31325
2002-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2477.281,847.08775
2002-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2475.04875,887.25175
2003-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2682.7225,1007.24275
2003-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2883.5405,1102.09375
2003-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2463.2415,933.6785
2003-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2379.2785,871.196
2004-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2637.525,1091.937
2004-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2586.099,1383.8925
2004-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2322.7915,1235.5495
2004-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2425.8375,1255.13
2005-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3022.245,1526.824
2005-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2951.7775,1490.62575
2005-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2872.015,1455.8415
2005-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2981.6405,1544.36675
2006-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3289.88075,1820.35025
2006-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3260.764,1866.96
2006-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2844.2105,1664.6925
2006-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2754.3855,1635.65725
2007-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3178.05025,1779.2945
2007-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2876.088,1565.3085
2007-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2615.19525,1440.6415
2007-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2621.5505,1513.6405
2008-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2906.17775,1803.83175
2008-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3120.1545,2505.1905
2008-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2525.86275,2233.0975
2008-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2378.897,1790.444
2009-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2506.91425,1607.60925
2009-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2553.3695,1598.85575
2009-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2576.77325,1599.49675
2009-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2542.446,1628.60725
2010-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",2809.78725,1959.9265
2010-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",2926.9875,1994.54525
2010-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",2803.65425,1844.4325
2010-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",2770.273,1893.50875
2011-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3024.49275,2179.43975
2011-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3090.00225,2221.4205
2011-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",3115.25975,2345.794
2011-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",3118.75425,2517.5525
2012-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3156.06975,2579.08825
2012-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3328.10225,2613.7815
2012-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",3201.34025,2484.27875
2012-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",3168.758,2406.86075
2013-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3158.2495,2343.0605
2013-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3358.92975,2464.87125
2013-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",3165.86175,2301.87225
2013-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",3144.04075,2283.46325
2014-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3178.523,2334.71725
2014-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3405.4895,2525.18075
2014-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",3357.98725,2490.027
2014-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",3345.77025,2480.88
2015-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3498.60325,2615.439
2015-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3528.7095,2651.4155
2015-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",3599.08525,2721.73775
2015-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",3346.88,2571.18075
2016-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3271.6655,2529.82825
2016-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3623.87325,2973.09475
2016-07-01,3326,"Fabricación de alambre, productos de alambre y resortes",3464.4305,2967.6975
2016-10-01,3326,"Fabricación de alambre, productos de alambre y resortes",3373.73675,2926.5015
2017-01-01,3326,"Fabricación de alambre, productos de alambre y resortes",3346.4015,2901.66375
2017-04-01,3326,"Fabricación de alambre, productos de alambre y resortes",3255.12375,2815.67725
